x,y,labels
0.759191894,0.417989685,0
1.422611031,0.548007993,0
1.577179518,0.358378476,0
1.341826149,0.250565138,0
1.139440452,0.286843516,0
1.614981062,0.115986977,0
0.995868047,0.112534271,0
1.34446999,-0.172195829,0
0.879834217,0.076551776,0
0.60822535,0.083940192,0
1.276256965,0.1082278,0
1.087641813,0.190243365,0
1.25992789,0.545720626,0
1.334586218,0.396817751,0
1.330375155,-0.108786369,0
1.08844882,0.060108184,0
0.946680778,0.401223186,0
1.12164534,0.294501038,0
1.207234013,-0.075820512,0
1.460174531,-0.039023267,0
1.357021889,0.047802974,0
1.176862436,0.271840428,0
1.001969904,0.655710575,0
0.999765095,-0.155381561,0
1.4275047,0.031353099,0
1.496931009,0.271795744,0
0.872656089,0.28750656,0
1.216792069,-0.014853501,0
1.398887336,0.702103292,0
1.2990837,0.26554607,0
1.148075291,0.349820086,0
1.365005873,0.082294755,0
0.542905279,-0.090738867,0
1.259764809,-0.058975335,0
1.675269331,-0.005308038,0
1.300504465,0.41775726,0
0.948487466,-0.09247909,0
1.406963709,0.240504572,0
1.284824192,0.132338092,0
0.904775064,-0.134776122,0
1.278226214,-0.290018861,0
1.126354297,0.522712266,0
1.598657171,0.445997784,0
1.128524049,0.058461414,0
0.002527672,0.753594255,1
0.350497858,0.648269107,1
0.198082315,0.813760141,1
0.133430839,1.401370174,1
0.412499929,0.910195713,1
0.495879991,1.004198033,1
-0.092069655,0.765881299,1
0.289417665,1.060956085,1
-0.113797173,1.309703887,1
0.065935503,0.985174387,1
0.289666317,1.31092594,1
0.627932778,0.706933976,1
0.063864758,1.471787454,1
0.647403923,0.746824742,1
0.089509221,0.74994989,1
0.262429885,0.963984302,1
0.560335859,1.079233004,1
0.163703504,0.746817748,1
-0.1309723,0.860331101,1
0.353650963,0.753570448,1
-0.041211304,0.829391992,1
0.302067347,0.588122911,1
0.209019315,1.250246156,1
0.069901278,1.322701442,1
0.140571172,0.960548822,1
-0.345306445,0.556162913,1
0.232420687,0.829797401,1
0.118332756,0.959712921,1
0.518844554,1.012015491,1
0.224841846,0.861412061,1
0.171896199,0.754070974,1
0.388144015,0.567558394,1
0.101320168,1.273807154,1
0.073932569,1.079496958,1
0.115476084,0.771691046,1
-0.061931244,1.110324124,1
0.381552966,0.545960217,1
0.397683859,0.671670586,1
0.124141765,0.77649593,1
0.477696085,0.53231747,1
0.19912878,0.790961029,1
0.35405465,1.064234395,1
-0.220709908,0.812952071,1
-0.057392145,0.855191967,1
0.190601974,0.948111383,1
0.135721774,0.918274952,1
-0.128585406,1.213739509,1
0.303092992,1.094074816,1
0.26677389,0.936094548,1
0.361418487,1.039207324,1
0.01611715,1.256135335,1
0.210384398,1.181801531,1
0.313969732,1.19954876,1
0.361791743,0.513109339,1
0.082704175,0.699544536,1
0.01002999,0.895704572,1
0.638584198,0.914472993,1
-0.13741681,1.079806815,1
-0.095974967,0.702459381,1
0.104496198,0.915933871,1
0.810649402,1.025334453,1
0.415595129,0.723244748,1
0.2903817,0.781788629,1
-0.20456661,0.979108443,1
-0.349144194,0.841198463,1
0.148724695,0.822706207,1
0.440427985,1.001590823,1
0.144553279,1.27429319,1
-0.024452301,1.281730698,1
-0.17069694,1.426673729,1
0.374871479,0.905277266,1
-0.184838862,1.010437546,1
0.033559179,0.694527004,1
-0.219477627,0.533997562,1
-0.202288444,1.148248225,1
0.128584493,1.490812291,1
0.767465283,0.864398712,1
0.643430464,0.811493101,1
-0.057251389,0.744080292,1
0.158185065,0.696461135,1
0.416816577,0.884691788,1
0.042751293,1.113459261,1
-0.146014242,0.789763134,1
-0.043569222,0.764184393,1
0.493243029,0.521281664,1
-0.130817067,1.309713383,1
-0.246886701,0.688723164,1
0.315184001,0.81310832,1
0.257273195,0.77959978,1
-0.174321816,0.995423097,1
0.488770894,0.59288162,1
0.236451716,0.743430298,1
0.71902536,0.501033498,1
0.014926643,0.829820989,1
0.151890704,0.536199499,1
0.275266151,1.011024021,1
0.07442106,0.833052629,1
0.070824766,0.593867436,1
0.454023432,0.735043711,1
0.150166946,0.820257281,1
0.241512648,0.662750137,1
-0.123841532,0.670996987,1
0.514932343,0.874248282,1
-0.043202624,0.432330117,1
0.355310367,0.782133934,1
0.09170685,0.744702483,1
-0.234364169,0.720201157,1
0.248685481,1.226391851,1
-0.087048001,0.463687261,1
0.004175668,0.610426467,1
0.213807522,0.963949392,1
0.22148195,1.209644415,1
0.295391789,0.891104298,1
0.156615728,0.705103399,1
0.676813644,1.187574915,1
0.65512174,0.848831806,1
0.13325317,0.520438474,1
0.12153138,0.891042288,1
0.300477654,0.628315062,1
0.146429198,0.818088863,1
-0.198381487,0.534018313,1
0.169237414,0.945305384,1
-0.130615171,0.994858171,1
0.150341934,0.975859813,1
-0.051412482,1.001017928,1
-0.304940562,1.002426175,1
-0.022798151,1.487581524,1
0.271322399,1.019896813,1
0.399409736,0.792719083,1
0.475627634,0.699500498,1
0.124812054,0.678228233,1
0.401380441,1.053418909,1
0.725844989,1.504216536,1
0.437248566,0.681280541,1
-0.068734041,0.636218776,1
0.106744141,0.976128339,1
-0.435476401,0.587533095,1
0.073239438,0.86323726,1
0.091442155,0.803271288,1
0.030741024,1.141651841,1
0.485070833,1.188192033,1
-0.059448004,0.848032151,1
0.10031545,1.584488751,1
-0.122226378,0.807140198,1
-0.002293476,0.815987561,1
0.384995341,1.313367873,1
0.44397855,0.958209139,1
-0.289782456,0.814890677,1
0.266387826,0.841901101,1
0.017883427,0.483084663,1
0.147457711,1.020370751,1
-0.134877542,0.994339443,1
0.078223073,0.479942066,1
0.30897076,0.583948704,1
0.498237254,0.782155831,1
0.261224523,0.698370615,1
0.060291935,0.998498487,1
-0.039667812,0.481220264,1
-0.089048649,1.127263882,1
0.161002173,0.51443152,1
0.352143554,1.336603027,1
0.064364081,0.737556336,1
0.491160932,1.429126024,1
0.177894037,1.140455674,1
-0.11207353,0.519143867,1
0.434925575,1.409245098,1
0.632955083,1.146027714,1
0.13422085,1.032787744,1
0.016511528,1.315335353,1
0.044731673,0.589517294,1
-0.17567269,1.298245766,1
0.093664741,0.670150681,1
-0.112690244,0.461075681,1
0.689267498,1.031795543,1
0.454696499,0.422375809,1
0.437569754,0.814471758,1
-0.212818096,1.153690989,1
-0.210178712,0.686199406,1
0.293049938,0.765523378,1
-0.024941751,1.453147533,1
-0.003664995,1.247637448,1
-0.137876095,0.667381844,1
0.559189395,0.526056834,1
0.553037218,0.629299704,1
-0.272793658,1.170361966,1
0.4524027,1.299623789,1
0.379853329,0.9345602,1
0.557611002,0.905924906,1
0.078866767,0.857263024,1
0.586348494,0.882730142,1
0.534361854,1.045991771,1
0.562057688,1.190924443,1
0.062258713,0.538555294,1
0.165283251,0.996452469,1
0.412948641,0.836681998,1
0.509873521,1.023864996,1
-0.082128515,0.518938937,1
0.188651259,0.625250476,1
-0.360481451,0.796381328,1
0.172070595,1.033413241,1
-0.004266525,0.945314644,1
0.519859199,1.021516225,1
0.599870158,1.087324336,1
0.248052922,0.788186918,1
-0.059499411,1.064284559,1
-0.307927359,0.950895929,1
0.492385336,1.065720949,1
0.129782706,0.477322065,1
0.088733673,0.728572307,1
0.422558611,1.251621421,1
0.48367478,0.928845955,1
0.145222095,1.061638275,1
-0.079327871,0.441823019,1
0.261802543,1.059340866,1
0.035682624,0.825255757,1
0.25524928,0.617602191,1
0.377964766,1.030243661,1
1.005983053,1.372453379,1
0.270566123,0.823062061,1
0.609778325,0.947159742,1
0.439719123,0.863095959,1
-0.101561439,1.326355375,1
0.252374036,1.133777321,1
0.252415232,0.918315513,1
0.034415692,0.781426239,1
0.207957646,1.184580365,1
0.334821784,1.140369397,1
0.143156082,1.369412393,1
0.44169908,0.856630373,1
0.002255153,0.697474483,1
-0.045842149,0.823376967,1
0.481553462,0.726961251,1
0.289411375,0.80003173,1
0.124300899,0.98571295,1
0.308402001,0.657933583,1
-0.508763633,0.957781354,1
0.027941252,1.092555944,1
0.396859867,0.763780857,1
0.351236097,0.710866892,1
-0.28297807,0.773699331,1
-0.059876619,0.878875634,1
0.203878135,1.06608644,1
0.00960796,0.772403925,1
0.411304668,0.753116985,1
0.523184909,0.980050194,1
0.427324197,1.220815806,1
-0.237871773,1.111249174,1
0.109250805,0.85717501,1
0.039281922,1.253864588,1
0.17093814,1.101296107,1
